"","w1","w2","w3","w4","w5","w6","w7","w8","alpha1","alpha2","alpha3","alpha4"
"36",0.178611111111111,0.119722222222222,0.0691666666666667,0.113333333333333,0.221111111111111,0.177222222222222,0.113888888888889,0.00694444444444444,0.25,0.25,0.25,0.25
"37",0.0205774975107866,0.0464653169598407,0.235977431131762,0.0935944241619648,0.100896116827083,0.227016262860936,0.018918021905078,0.256554928642549,0.25,0.25,0.25,0.25
"38",0.109006734006734,0.116161616161616,0.0454545454545455,0.328282828282828,0.0854377104377105,0.0551346801346801,0.223905723905724,0.0366161616161616,0.25,0.25,0.25,0.25
"39",0.155266955266955,0.0222222222222222,0.187012987012987,0.193939393939394,0.161327561327561,0.0202020202020202,0.239538239538239,0.0204906204906205,0.25,0.25,0.25,0.25
"40",0.189020771513353,0.243323442136499,0.014540059347181,0.102077151335312,0.19406528189911,0.0836795252225519,0.13353115727003,0.0397626112759644,0.25,0.25,0.25,0.25
"41",0.0224672352818806,0.131474932390264,0.174537133347202,0.0931974204285417,0.144372789681714,0.143956729769087,0.121073434574579,0.168920324526732,0.25,0.25,0.25,0.25
"42",0.110981648703758,0.200407806583163,0.00116516166618118,0.207398776580251,0.151471016603554,0.135741334110108,0.125254879114477,0.0675793766385086,0.25,0.25,0.25,0.25
"43",0.186444444444444,0.0671111111111111,0.0977777777777778,0.0342222222222222,0.0868888888888889,0.170444444444444,0.182,0.175111111111111,0.25,0.25,0.25,0.25
"44",0.0302375809935205,0.137419006479482,0.0990820734341253,0.171166306695464,0.0939524838012959,0.224622030237581,0.0847732181425486,0.158747300215983,0.25,0.25,0.25,0.25
"45",0.130085514381964,0.0873283233998445,0.145892718320808,0.0456076703809277,0.198497019953356,0.171806167400881,0.134231666234776,0.0865509199274423,0.25,0.25,0.25,0.25
"46",0.164142194744977,0.0918083462132921,0.037403400309119,0.153941267387944,0.00618238021638331,0.232766615146832,0.234312210200927,0.0794435857805255,0.25,0.25,0.25,0.25
"47",0.119870091526425,0.160318866253322,0.251254797756126,0.0752878653675819,0.0366105698258045,0.15293770298199,0.114260407440213,0.0894596988485385,0.25,0.25,0.25,0.25
"48",0.153812445223488,0.0170902716914987,0.0591586327782647,0.0780017528483786,0.17353198948291,0.122699386503067,0.371603856266433,0.0241016652059597,0.25,0.25,0.25,0.25
"49",0.0247386759581881,0.17212543554007,0.104878048780488,0.154355400696864,0.229965156794425,0.021602787456446,0.268641114982578,0.0236933797909408,0.25,0.25,0.25,0.25
"50",0.0716411078049897,0.159761959258412,0.0753032730601969,0.129320210574502,0.0823987182421607,0.140764476997024,0.180819409475853,0.159990844586862,0.25,0.25,0.25,0.25
"51",0.0624837956961369,0.142597873995333,0.0808918848846254,0.219341457091003,0.0788177339901478,0.0767435830956702,0.226860254083485,0.112263417163599,0.25,0.25,0.25,0.25
"52",0.129486897159216,0.170006606474345,0.0977758203038978,0.0905086985245541,0.146883946267342,0.137634882184541,0.0343536665932614,0.193349482492843,0.25,0.25,0.25,0.25
"53",0.177454320222979,0.131310003096934,0.0672034685661195,0.0907401672344379,0.131310003096934,0.146484979869929,0.061938680706101,0.193558377206565,0.25,0.25,0.25,0.25
"54",0.00966429298067141,0.119532044760936,0.197863682604273,0.194048830111902,0.0923194303153611,0.208036622583927,0.0483214649033571,0.130213631739573,0.25,0.25,0.25,0.25
"55",0.084026622296173,0.154742096505824,0.205768164170826,0.045757071547421,0.174986134220743,0.182473655019412,0.0532445923460899,0.0990016638935108,0.25,0.25,0.25,0.25
"56",0.0707258707790481,0.123637330497208,0.227333156075512,0.113267747939378,0.0635469290082425,0.122307896835948,0.148896570061154,0.13028449880351,0.25,0.25,0.25,0.25
"57",0.149114331723027,0.213526570048309,0.0634460547504026,0.179066022544283,0.0376811594202899,0.109500805152979,0.209017713365539,0.0386473429951691,0.25,0.25,0.25,0.25
"58",0.049645390070922,0.137752318603382,0.0676486633933442,0.123840698308783,0.239225313693399,0.0815602836879433,0.195581014729951,0.104746317512275,0.25,0.25,0.25,0.25
"59",0.149431818181818,0.0136363636363636,0.0875,0.238068181818182,0.247727272727273,0.24375,0.0102272727272727,0.00965909090909091,0.25,0.25,0.25,0.25
"60",0.133691206543967,0.211145194274029,0.144171779141104,0.0687627811860941,0.0973926380368098,0.0498466257668712,0.18021472392638,0.114775051124744,0.25,0.25,0.25,0.25
"61",0.00898641588296761,0.0869383490073145,0.174085684430512,0.158202716823406,0.134378265412748,0.168025078369906,0.174294670846395,0.0950888192267503,0.25,0.25,0.25,0.25
"62",0.11570996978852,0.0936555891238671,0.212688821752266,0.0731117824773414,0.0368580060422961,0.208157099697885,0.242598187311178,0.0172205438066465,0.25,0.25,0.25,0.25
"63",0.125155511321224,0.0437919880567305,0.186613585469022,0.21000248818114,0.12789251057477,0.0338392634983827,0.222443393879074,0.0502612590196566,0.25,0.25,0.25,0.25
"64",0.177170868347339,0.110410830999066,0.187208216619981,0.105275443510738,0.0889355742296919,0.177404295051354,0.103174603174603,0.0504201680672269,0.25,0.25,0.25,0.25
"65",0.177397809243922,0.196900881645739,0.050761421319797,0.151749933208656,0.0467539406892867,0.129308041677799,0.0830884317392466,0.164039540475554,0.25,0.25,0.25,0.25
"66",0.0778131327740816,0.133931154179925,0.110789702053804,0.0575643621637258,0.254266705235754,0.0506219265258895,0.23546427538328,0.0795487416835406,0.25,0.25,0.25,0.25
"67",0.352140856342537,0.0568227290916366,0.224489795918367,0.0824329731892757,0.0252100840336134,0.0384153661464586,0.12124849939976,0.0992396958783513,0.25,0.25,0.25,0.25
"68",0.133061224489796,0.213333333333333,0.0862585034013606,0.127074829931973,0.158095238095238,0.122993197278912,0.0541496598639456,0.105034013605442,0.25,0.25,0.25,0.25
"69",0.152436568666935,0.127064035440999,0.013491743858236,0.171163914619412,0.116592831252517,0.168344744260975,0.0954490535642368,0.155457108336689,0.25,0.25,0.25,0.25
"70",0.173474663908997,0.112202688728025,0.135987590486039,0.0690279214064116,0.0897104446742503,0.150465356773526,0.214322647362978,0.0548086866597725,0.25,0.25,0.25,0.25
"71",0.318759936406995,0.0850556438791733,0.226947535771065,0.0361685214626391,0.207869634340223,0.00834658187599364,0.0131160572337043,0.103736089030207,0.25,0.25,0.25,0.25
"72",0.186299081035923,0.165135059871902,0.215817321080479,0.0253411306042885,0.0821498189919243,0.133110554163186,0.0158730158730159,0.176274018379282,0.25,0.25,0.25,0.25
"73",0.188457609805924,0.0888661899897855,0.203268641470889,0.171859039836568,0.0656281920326864,0.00638406537282942,0.189479060265577,0.0860572012257406,0.25,0.25,0.25,0.25
"74",0.123974915581283,0.184032802701399,0.14278822961891,0.0226724553786782,0.0675349734684033,0.215388326097443,0.149782923299566,0.0938253738543174,0.25,0.25,0.25,0.25
"75",0.173603192702395,0.155644241733181,0.239737742303307,0.106898517673888,0.0624287343215507,0.168472063854048,0.0116875712656785,0.0815279361459521,0.25,0.25,0.25,0.25
"76",0.178104575163399,0.205182072829132,0.1937441643324,0.0249766573295985,0.00303454715219421,0.205882352941176,0.103174603174603,0.0859010270774977,0.25,0.25,0.25,0.25
"77",0.238576627577841,0.192478770723817,0.0626769106348564,0.0517589971694298,0.0606550748079256,0.0367974120501415,0.220784472300849,0.13627173473514,0.25,0.25,0.25,0.25
"78",0.169862192929898,0.201917315757939,0.106650689035351,0.0862792091072498,0.121629718394248,0.00539245056920312,0.0805871779508688,0.227681246255243,0.25,0.25,0.25,0.25
"79",0.182335025380711,0.117360406091371,0.0879187817258883,0.176446700507614,0.137258883248731,0.0710659898477157,0.10010152284264,0.12751269035533,0.25,0.25,0.25,0.25
"80",0.0765391014975042,0.14333254100309,0.0399334442595674,0.152840503922035,0.1630615640599,0.0496791062514856,0.167815545519372,0.206798193487045,0.25,0.25,0.25,0.25
"81",0.18049225159526,0.04102096627165,0.0916134913400182,0.0597082953509572,0.215132178669098,0.210118505013674,0.116681859617138,0.085232452142206,0.25,0.25,0.25,0.25
"82",0.118110236220472,0.174353205849269,0.0825646794150731,0.166704161979753,0.148706411698538,0.165579302587177,0.00292463442069741,0.141057367829021,0.25,0.25,0.25,0.25
"83",0.150913423351867,0.049510193275086,0.0802223987291501,0.200688377018798,0.180831347630394,0.147736298649722,0.0455387873974053,0.144559173947577,0.25,0.25,0.25,0.25
"84",0.222845823704193,0.264773852756685,0.0881479035985474,0.000990425883129746,0.10366457576758,0.152525586001981,0.161769560911192,0.00528227137669198,0.25,0.25,0.25,0.25
"85",0.184371184371184,0.197313797313797,0.0307692307692308,0.193406593406593,0.184371184371184,0.0678876678876679,0.131868131868132,0.01001221001221,0.25,0.25,0.25,0.25
"86",0.26863869604588,0.061877452460006,0.145789314820404,0.0162994265016601,0.0162994265016601,0.236643525505584,0.0697253244793239,0.184726833685481,0.25,0.25,0.25,0.25
"87",0.0760177503376423,0.17210109974918,0.0611614894848543,0.128111132548717,0.0719660428323365,0.167856453791241,0.162068300212232,0.160717731043797,0.25,0.25,0.25,0.25
"88",0.195219123505976,0.00888752681581367,0.0275819797732148,0.00429053018694453,0.191847992644805,0.263561140055164,0.271529267545204,0.0370824394728777,0.25,0.25,0.25,0.25
"89",0.0223534373681991,0.325601012231126,0.0999578237030789,0.180092787853226,0.0463939266132434,0.216364403205399,0.0430198228595529,0.0662167861661746,0.25,0.25,0.25,0.25
"90",0.0248769819573537,0.140787315472936,0.0505740841990159,0.0803717878622198,0.210224166211044,0.212137780207764,0.17058501913614,0.110442864953527,0.25,0.25,0.25,0.25
"91",0.178798441664958,0.183309411523478,0.0861185154808284,0.137379536600369,0.0811974574533525,0.145786344063974,0.0477752716834119,0.139635021529629,0.25,0.25,0.25,0.25
"92",0.0716231996885948,0.0428182172051382,0.00778513040093422,0.0424289606850915,0.32541845075905,0.0638380692876606,0.348773841961853,0.0973141300116777,0.25,0.25,0.25,0.25
"93",0.175021987686895,0.115508648490179,0.0375256523013779,0.221049545587804,0.0222808560539431,0.256229844620346,0.118147170917619,0.0542362943418352,0.25,0.25,0.25,0.25
"94",0.0822050290135397,0.226627981947131,0.0983236621534494,0.155061250805932,0.10186976144423,0.0499677627337202,0.169245647969052,0.116698903932946,0.25,0.25,0.25,0.25
"95",0.0121524201853759,0.147064881565396,0.0378990731204943,0.169309989701339,0.172811534500515,0.166014418125644,0.133882595262616,0.16086508753862,0.25,0.25,0.25,0.25
"96",0.0197255574614065,0.0740423098913665,0.102344196683819,0.212692967409949,0.147512864493997,0.134362492853059,0.181532304173814,0.12778730703259,0.25,0.25,0.25,0.25
"97",0.190875462392109,0.0838471023427867,0.21750924784217,0.100863131935882,0.0532675709001233,0.146485819975339,0.165474722564735,0.0416769420468557,0.25,0.25,0.25,0.25
"98",0.0686147586461994,0.107083410393934,0.154614388755317,0.113556500832254,0.149435916404661,0.150730534492325,0.0991307564268541,0.156833734048456,0.25,0.25,0.25,0.25
"99",0.115434839383651,0.208931835988509,0.0138417341342387,0.0979367981196135,0.103943588404283,0.207364847218595,0.138156176547401,0.114390180203709,0.25,0.25,0.25,0.25
"100",0.174864941711686,0.0508956497014501,0.187659937446688,0.107762297412568,0.048905317031561,0.215524594825135,0.201876599374467,0.0125106624964458,0.25,0.25,0.25,0.25
"101",0.0826511750726169,0.166358595194085,0.121204119355691,0.0504357010826512,0.212041193556905,0.149194613150251,0.127277528386586,0.0908370742012147,0.25,0.25,0.25,0.25
"102",0.136797454931071,0.209703075291622,0.153499469777306,0.178685047720042,0.0755567338282079,0.0551431601272534,0.0389713679745493,0.151643690349947,0.25,0.25,0.25,0.25
"103",0.192786385572771,0.171958343916688,0.0340360680721361,0.165608331216662,0.0571501143002286,0.132334264668529,0.159258318516637,0.0868681737363475,0.25,0.25,0.25,0.25
"104",0.0439121756487026,0.00518962075848303,0.358882235528942,0.00598802395209581,0.198403193612774,0.0838323353293413,0.276646706586826,0.0271457085828343,0.25,0.25,0.25,0.25
"105",0.191777387816495,0.0285785911255954,0.0137879167711206,0.176234645274505,0.125595387315117,0.109551265981449,0.132364001002758,0.222110804712961,0.25,0.25,0.25,0.25
"106",0.0372340425531915,0.196528555431131,0.234602463605823,0.18505039193729,0.0632698768197088,0.145296752519597,0.0162374020156775,0.121780515117581,0.25,0.25,0.25,0.25
"107",0.141810570381999,0.185243328100471,0.0753532182103611,0.184981684981685,0.215070643642072,0.010465724751439,0.105442176870748,0.0816326530612245,0.25,0.25,0.25,0.25
"108",0.252217508677208,0.135750096413421,0.0617045892788276,0.00887003470883147,0.0393366756652526,0.0370227535672966,0.304666409564211,0.160431932124952,0.25,0.25,0.25,0.25
"109",0.200848024994421,0.129881722829726,0.163579558134345,0.141039946440527,0.01963847355501,0.116491854496764,0.168266012050882,0.0602544074983263,0.25,0.25,0.25,0.25
"110",0.0974748846049416,0.0418137387998914,0.226174314417594,0.167797990768395,0.0534890035297312,0.136030409991854,0.242465381482487,0.0347542764051045,0.25,0.25,0.25,0.25
"111",0.0660170523751523,0.02557856272838,0.135444579780755,0.168818514007308,0.200730816077954,0.138124238733252,0.0494518879415347,0.215834348355664,0.25,0.25,0.25,0.25
"112",0.142582505607177,0.115988465235501,0.0909964754886254,0.239987183595002,0.0320410124959949,0.134892662608138,0.145466196731817,0.0980454982377443,0.25,0.25,0.25,0.25
"113",0.0573080967402734,0.0609884332281809,0.036540483701367,0.234490010515247,0.198738170347003,0.171135646687697,0.0912197686645636,0.149579390115668,0.25,0.25,0.25,0.25
"114",0.198974836905871,0.000232991612301957,0.206663560111836,0.16192917054986,0.194780987884436,0.111602982292637,0.0251630941286114,0.100652376514445,0.25,0.25,0.25,0.25
"115",0.219202898550725,0.166666666666667,0.067287784679089,0.16899585921325,0.0046583850931677,0.141045548654244,0.0235507246376812,0.208592132505176,0.25,0.25,0.25,0.25
"116",0.0308724832214765,0.172080536912752,0.183624161073826,0.0993288590604027,0.173422818791946,0.136644295302013,0.0493959731543624,0.154630872483221,0.25,0.25,0.25,0.25
"117",0.0955315870570108,0.0936055469953775,0.206086286594761,0.123651771956857,0.273497688751926,0.051617873651772,0.124807395993837,0.0312018489984592,0.25,0.25,0.25,0.25
"118",0.17736214124476,0.100935182199291,0.138019993550468,0.151886488229603,0.035794904869397,0.128668171557562,0.258948726217349,0.00838439213157046,0.25,0.25,0.25,0.25
"119",0.0502665651180503,0.0289413556740289,0.226453414572226,0.201827875095202,0.0924092409240924,0.103833460269104,0.116780908860117,0.179487179487179,0.25,0.25,0.25,0.25
"120",0.21279479533749,0.0775277853076714,0.054757386825698,0.0989428029276227,0.124423963133641,0.160748170235836,0.099756031444836,0.171049064787205,0.25,0.25,0.25,0.25
"121",0.320552147239264,0.0368098159509202,0.0789877300613497,0.161042944785276,0.118098159509202,0.0855061349693251,0.0824386503067485,0.116564417177914,0.25,0.25,0.25,0.25
"122",0.155681259222823,0.101082144613871,0.115592720118052,0.143384161337924,0.059026069847516,0.122479094933596,0.176094441711756,0.126660108214461,0.25,0.25,0.25,0.25
"123",0.000391236306729264,0.0997652582159624,0.0332550860719875,0.229264475743349,0.183489827856025,0.0758998435054773,0.0782472613458529,0.299687010954617,0.25,0.25,0.25,0.25
"124",0.0295978309986444,0.126751016719385,0.144600090375056,0.166516041572526,0.115454134658834,0.111161319475825,0.161319475824672,0.144600090375056,0.25,0.25,0.25,0.25
"125",0.164957264957265,0.0284900284900285,0.116809116809117,0.243589743589744,0.0475783475783476,0.157834757834758,0.105413105413105,0.135327635327635,0.25,0.25,0.25,0.25
"126",0.0908881199538639,0.159630911188005,0.117185697808535,0.156170703575548,0.127335640138408,0.121799307958478,0.0825836216839677,0.144405997693195,0.25,0.25,0.25,0.25
"127",0.089994562262099,0.129961935834693,0.234638390429581,0.200108754758021,0.090810222947254,0.023110386079391,0.0889070146818923,0.142468733007069,0.25,0.25,0.25,0.25
"128",0.127292817679558,0.174364640883978,0.133701657458564,0.0459668508287293,0.173922651933702,0.110497237569061,0.150939226519337,0.0833149171270718,0.25,0.25,0.25,0.25
"129",0.0597777110243316,0.267948332832682,0.161309702613397,0.0240312406127966,0.0696905977771102,0.209372183838991,0.0916191048362872,0.116251126464404,0.25,0.25,0.25,0.25
"130",0.0938323668950975,0.0643120716921455,0.231154454401687,0.0490247759620453,0.100948866631523,0.205324196099104,0.0769636267791249,0.178439641539273,0.25,0.25,0.25,0.25
"131",0.220280646015356,0.0489806724913953,0.18797987821022,0.163357161768599,0.0492454328832407,0.135557320624835,0.081546200688377,0.113052687317977,0.25,0.25,0.25,0.25
"132",0.225930680359435,0.0433247753530167,0.0962772785622593,0.236200256739409,0.0991655969191271,0.00866495507060334,0.0715661103979461,0.218870346598203,0.25,0.25,0.25,0.25
"133",0.000526592943654555,0.115850447604002,0.107161664033702,0.230647709320695,0.00421274354923644,0.206687730384413,0.116640337019484,0.218272775144813,0.25,0.25,0.25,0.25
"134",0.0536932660931474,0.142984277662415,0.153366953426283,0.191337881934144,0.146840700088994,0.153366953426283,0.154553544942154,0.00385642242657965,0.25,0.25,0.25,0.25
"135",0.066982162358937,0.0593374590462323,0.222788496541682,0.174008008736804,0.0131052056789225,0.224244630506007,0.00400436840189297,0.235529668729523,0.25,0.25,0.25,0.25
"136",0.186695278969957,0.051859799713877,0.0958512160228898,0.15450643776824,0.0339771101573677,0.104077253218884,0.286123032904149,0.0869098712446352,0.25,0.25,0.25,0.25
"137",0.0197498354180382,0.270243581303489,0.0773535220539829,0.100065832784727,0.00131665569453588,0.098090849242923,0.205727452271231,0.227452271231073,0.25,0.25,0.25,0.25
"138",0.0559721478307445,0.11944295661489,0.10765934654526,0.0773968934118907,0.160685591858597,0.187734333154794,0.155061596143546,0.136047134440279,0.25,0.25,0.25,0.25
"139",0.0782212697562282,0.108491829627645,0.156710420573265,0.0664345030806322,0.136083578890972,0.181355478167694,0.166889900884007,0.105813019019555,0.25,0.25,0.25,0.25
"140",0.058633831720903,0.00498387569627675,0.131046613896218,0.241864555848725,0.133978305482263,0.0624450307827617,0.243916739958956,0.123131046613896,0.25,0.25,0.25,0.25
"141",0.0997471845552746,0.156056079062285,0.204780510227534,0.128935876809929,0.0946908756607676,0.00137899333486555,0.161112387956792,0.153298092392553,0.25,0.25,0.25,0.25
"142",0.200106298166357,0.008769598724422,0.139250597927186,0.135264416688812,0.132341217114005,0.0988572947116662,0.0496943927717247,0.235716183895828,0.25,0.25,0.25,0.25
"143",0.166200559328805,0.12944466640032,0.0347582900519377,0.187375149820216,0.00199760287654814,0.241310427487016,0.22572912504994,0.0131841789852177,0.25,0.25,0.25,0.25
"144",0.0492667277726856,0.18858845096242,0.0451420714940422,0.160403299725023,0.143217231897342,0.183318056828598,0.180339138405133,0.0497250229147571,0.25,0.25,0.25,0.25
"145",0.162759544541192,0.151819602589864,0.19133735208752,0.141549453002902,0.178834561286001,0.0263451663317705,0.101808439383791,0.0455458807769591,0.25,0.25,0.25,0.25
"146",0.0875441879808692,0.168018299022666,0.171345394052818,0.0927427739654814,0.160116448326055,0.0469952173008942,0.138698274069453,0.134539405281763,0.25,0.25,0.25,0.25
"147",0.214074074074074,0.139259259259259,0.104938271604938,0.0162962962962963,0.0879012345679012,0.215555555555556,0.171358024691358,0.0506172839506173,0.25,0.25,0.25,0.25
"148",0.142208345160375,0.16860630144763,0.110133409026398,0.2344592676696,0.0175986375248368,0.139086006244678,0.0229917683792223,0.164916264547261,0.25,0.25,0.25,0.25
"149",0.117580935251799,0.137814748201439,0.136465827338129,0.149055755395683,0.0636241007194245,0.195818345323741,0.0782374100719424,0.121402877697842,0.25,0.25,0.25,0.25
"150",0.0147190008920607,0.171944692239072,0.184879571810883,0.119982158786798,0.161016949152542,0.0831846565566459,0.165923282783229,0.098349687778769,0.25,0.25,0.25,0.25
"151",0.0569044006069803,0.0735963581183612,0.10546282245827,0.204476479514416,0.318285280728376,0.161987860394537,0.0288315629742033,0.0504552352048558,0.25,0.25,0.25,0.25
"152",0.156133828996283,0.00454357703428335,0.288723667905824,0.311854605534903,0.0685667079719124,0.100371747211896,0.0346964064436183,0.0351094589012805,0.25,0.25,0.25,0.25
"153",0.222635658914729,0.111937984496124,0.0089922480620155,0.0142635658914729,0.118449612403101,0.163100775193798,0.116279069767442,0.244341085271318,0.25,0.25,0.25,0.25
"154",0.054122775154377,0.0599346167816927,0.0290592081365783,0.128223755902652,0.226661823465311,0.240464947330185,0.142390119869234,0.119142753359971,0.25,0.25,0.25,0.25
"155",0.195462938538644,0.120548667897652,0.0854655763650752,0.0672645739910314,0.140068583487207,0.228699551569507,0.138222104985492,0.0242680031653917,0.25,0.25,0.25,0.25
"156",0.0382041271611824,0.159509202453988,0.157836029001673,0.0172894590072504,0.135527049637479,0.166201896263246,0.0917456776352482,0.233686558839933,0.25,0.25,0.25,0.25
"157",0.15304347826087,0.123478260869565,0.0084472049689441,0.126459627329193,0.20472049689441,0.180124223602484,0.165962732919255,0.0377639751552795,0.25,0.25,0.25,0.25
"158",0.0308179723502304,0.0535714285714286,0.0115207373271889,0.257776497695853,0.243951612903226,0.213709677419355,0.186059907834101,0.00259216589861751,0.25,0.25,0.25,0.25
"159",0.0869894099848714,0.184568835098336,0.08119011598588,0.151790216843167,0.192889561270802,0.220373171961674,0.0693393847705497,0.0128593040847201,0.25,0.25,0.25,0.25
"160",0.0442869796279894,0.186005314437555,0.227192205491585,0.0677590788308237,0.0349867139061116,0.162976085031001,0.176705048715678,0.100088573959256,0.25,0.25,0.25,0.25
"161",0.190322580645161,0.112365591397849,0.0483870967741935,0.165591397849462,0.0983870967741935,0.238172043010753,0.0387096774193548,0.108064516129032,0.25,0.25,0.25,0.25
"162",0.208397653596789,0.175054029021303,0.0963260265514048,0.168879283729546,0.197900586600803,0.0666872491509725,0.0577338684779253,0.0290213028712566,0.25,0.25,0.25,0.25
